winery,avg_score,avgscore2
Z. Alexander Brown             ,89,89
ZD                             ,89.03448276,89
Zemlia                         ,89,89
Zenaida Cellars                ,89.7,89
Zenato                         ,89.2195122,89
Zisola                         ,89.625,89
Zoetic Wines                   ,89.25,89
Zymè                           ,89.8,89
Züm                            ,89,89
Štoka                          ,89.33333333,89
1070 Green                     ,88,88
1752 Signature Wines           ,88,88
29 & Oak Wines                 ,88.8,88
2Plank                         ,88.33333333,88
3 Ball                         ,88,88
3 Stones                       ,88,88
6 North                        ,88,88
6 Under                        ,88,88
:Nota Bene                     ,88.12698413,88
A to Z                         ,88.3,88
a-non-ah-mus                   ,88.25,88
A.P. Vin                       ,88,88
A2O                            ,88,88
Abacela                        ,88.47368421,88
Abadia Retuerta                ,88.6,88
Abadía da Cova                 ,88,88
Abbey Creek                    ,88,88
Abbotts Delaunay               ,88,88
Acinum                         ,88.33333333,88
Acorn                          ,88.5,88
Acquiesce                      ,88.33333333,88
Acrobat                        ,88.13333333,88
Ada Nada                       ,88.375,88
Adamant Cellars                ,88.5,88
Adami                          ,88.26923077,88
Adanti                         ,88.6,88
Adega de Cantanhede            ,88.35294118,88
Adega de Penalva               ,88,88
Admirable Family Vineyard      ,88,88
Adoquin                        ,88,88
Agnitio                        ,88.66666667,88
Agricola Falset-Marca          ,88,88
AgroArgento                    ,88.5,88
Ahlgren                        ,88.33333333,88
Aia Vecchia                    ,88.25,88
Al                             ,88,88
Al-Cantàra                     ,88.33333333,88
Alapay                         ,88,88
Alberto Orte                   ,88.2,88
Alchemist                      ,88.55555556,88
Alder Fels                     ,88,88
Alegra                         ,88,88
Alessio Komjanc                ,88.2,88
Alexander the Grape            ,88.5,88
Alexandra Wine Company         ,88,88
Alexandria Nicole              ,88.48780488,88
Algodon                        ,88.33333333,88
Allimant-Laugner               ,88.75,88
Alma de los Andes              ,88.25,88
Alois                          ,88.5,88
Aloja                          ,88,88
Alphart                        ,88.5,88
Alta                           ,88.11111111,88
Alta Alella                    ,88.90697674,88
Alvarez de Toledo              ,88.75,88
Amador Cellars                 ,88,88
Amalie Robert                  ,88.98113208,88
Ambassador Vineyard            ,88.2962963,88
Ambrogio e Giovanni Folonari   ,88,88
Amity Vineyards                ,88,88
Amizetta                       ,88.66666667,88
Ammunition                     ,88.5,88
Ampelos                        ,88.44117647,88
Amphora                        ,88,88
Amézola                        ,88,88
Ancestry                       ,88.45454545,88
Ancient Peaks                  ,88.10638298,88
Ancilla                        ,88.75,88
Andes Grapes                   ,88,88
Andis                          ,88.725,88
Andreola                       ,88.3125,88
Andrew Harris                  ,88,88
André Blanck et ses Fils       ,88.75,88
Angelo Cellars                 ,88.6,88
Angelo Negro & Figli           ,88.5,88
Animale                        ,88.16666667,88
Ankh                           ,88,88
Anselmi                        ,88.33333333,88
Antica Casa Vinicola Scarpa    ,88,88
Antica Fratta                  ,88.5,88
Antichi Vinai 1877             ,88.375,88
Antico Colle                   ,88.77777778,88
Antigal                        ,88.5,88
Antoine Moltès & Fils          ,88.375,88
Antoine Sanzay                 ,88,88
AntoLin Cellars                ,88.57142857,88
Antonia Gazzi                  ,88,88
Antonin Rodet                  ,88.5,88
Apriori                        ,88.5,88
Arcane Cellars                 ,88,88
Archeus                        ,88,88
Archium                        ,88.8,88
Archival                       ,88,88
Arduini                        ,88.83333333,88
Areo                           ,88,88
Arger-Martucci                 ,88.69230769,88
Argot                          ,88.6,88
Armanino Family Cellars        ,88.5,88
Armida                         ,88.53846154,88
Arndt                          ,88.66666667,88
Arrocal                        ,88.55555556,88
Artesa                         ,88.67307692,88
Artezin                        ,88,88
Artisan Uprising               ,88.66666667,88
Aspaldi                        ,88.75,88
Atmosphere                     ,88.6,88
Atticus                        ,88.66666667,88
Auclair                        ,88.33333333,88
Autréau de Champillon          ,88.5,88
Avaler                         ,88,88
Avancia                        ,88.125,88
Avant                          ,88,88
Aver Family Vineyards          ,88.61538462,88
Avontuur                       ,88,88
Awatere River                  ,88.66666667,88
Awning                         ,88,88
Azari                          ,88.6,88
Año Verde                      ,88,88
Backstage Winery               ,88,88
Baehner Fournier               ,88.6,88
Baglio del Cristo di Campobello,88.67741935,88
Bagueri                        ,88.5,88
Bailly-Lapierre                ,88.87878788,88
Balancing Act                  ,88.33333333,88
Balestri Valda                 ,88.5,88
Balia di Zola                  ,88,88
Ballentine                     ,88.84848485,88
Balnaves of Coonawarra         ,88.66666667,88
Balo                           ,88.625,88
Banfi                          ,88.46341463,88
Banshee Wines                  ,88.5,88
Banyan                         ,88.5,88
Baracchi                       ,88,88
Baracchi Riccardo              ,88.75,88
Barahonda                      ,88,88
Barberani                      ,88,88
Barbàcan                       ,88,88
Bardessono                     ,88.625,88
Bargetto                       ,88.05128205,88
Barnard Griffin                ,88.37142857,88
Baron di Pauli                 ,88.75,88
Barons                         ,88.88888889,88
Barons V                       ,88.75,88
Barrage Cellars                ,88.75,88
Barrat-Masson                  ,88,88
Barratt                        ,88,88
Barrel Road                    ,88,88
Barrymore                      ,88.5,88
Barão de Vilar                 ,88.4,88
Bastgen                        ,88.16666667,88
Batič                          ,88.8,88
Battistini                     ,88,88
Battle of Bosworth             ,88,88
Batzella                       ,88.83333333,88
Beacon Hill                    ,88,88
Beaucanon                      ,88.6,88
Beaumont des Crayères          ,88.16666667,88
Beccarello                     ,88,88
Bedouet                        ,88,88
Begali                         ,88.76923077,88
Bel Lago                       ,88.66666667,88
Belasco de Baquedano           ,88.36363636,88
Belisario                      ,88.2,88
Bell                           ,88.2195122,88
Bella Grace                    ,88.6,88
Bellaria                       ,88.5,88
Bellarine Estate               ,88,88
Belle Glos                     ,88.1,88
Belliard Vins Selections       ,88.25,88
Bellingham                     ,88.64285714,88
Bello Family Vineyards         ,88.4,88
Belpoggio                      ,88.16666667,88
Beltane Ranch                  ,88.14285714,88
Bench                          ,88.6,88
Benincasa                      ,88,88
Benoît Daridan                 ,88.55555556,88
Benoît Mulin                   ,88,88
Benvenuto de la Serna          ,88.53846154,88
Benziger                       ,88.25,88
Bera                           ,88.33333333,88
Berger                         ,88.83333333,88
Bergevin Lane                  ,88.5,88
Beringer                       ,88.37777778,88
Berlucchi                      ,88.66666667,88
Bernard Defaix                 ,88,88
Bernard Magrez                 ,88.71428571,88
Bernard Remy                   ,88,88
Bernardis                      ,88,88
Bernardus                      ,88.95238095,88
Beronia                        ,88,88
Bersano                        ,88.5862069,88
Bersi Serlini                  ,88,88
Bertrand Ambroise              ,88.33333333,88
Beyerskloof                    ,88.28571429,88
Bibbiano                       ,88.69230769,88
Biegler                        ,88,88
Big DeVine                     ,88,88
Big Guy                        ,88,88
Big Smooth                     ,88.5,88
Bindella                       ,88.53846154,88
Bink                           ,88.18181818,88
Binomio                        ,88.66666667,88
Biokult                        ,88.75,88
Birdland                       ,88,88
Birichino                      ,88.66666667,88
Bishop Creek Cellars           ,88,88
Bishop's Peak                  ,88.07692308,88
