variety,year,price,points
Traminer                  ,2001,18.0,90
Traminer                  ,2006,34.5,87
Traminer                  ,2007,15.4,85
Traminer                  ,2008,21.1666666667,86
Traminer                  ,2009,10.0,83
Traminer                  ,2010,100.0,92
Traminer                  ,2011,28.0,87
Traminer                  ,2012,30.3333333333,90
Traminer                  ,2013,24.5,89
Traminer                  ,2014,11.0,88
Traminer                  ,2015,10.0,88
Traminer                  ,2016,12.0,89
Traminette                ,-1,15.0,81
Traminette                ,2010,16.0,86
Traminette                ,2011,14.0,83
Traminette                ,2013,15.4,84
Traminette                ,2014,15.0,89
Trebbiano                 ,-1,50.0,91
Trebbiano                 ,2003,,87
Trebbiano                 ,2004,50.0,93
Trebbiano                 ,2006,22.7142857143,86
Trebbiano                 ,2007,29.8,87
Trebbiano                 ,2008,37.5,89
Trebbiano                 ,2009,15.0,85
Trebbiano                 ,2010,30.0,85
Trebbiano                 ,2011,16.3333333333,86
Trebbiano                 ,2012,23.0,88
Trebbiano                 ,2013,25.0,88
Trebbiano                 ,2014,16.875,85
Trebbiano di Lugana       ,2007,35.0,88
Trebbiano di Lugana       ,2009,35.0,88
Trebbiano di Lugana       ,2010,18.0,87
Trebbiano Spoletino       ,2011,30.0,87
Trebbiano Spoletino       ,2012,21.0,88
Trebbiano Spoletino       ,2013,20.0,87
Trebbiano Spoletino       ,2015,20.0,88
Treixadura                ,2013,15.0,88
Treixadura                ,2014,18.0,87
Trepat                    ,-1,13.6666666667,85
Trepat                    ,2008,25.0,90
Trepat                    ,2010,23.0,86
Trepat                    ,2012,22.0,89
Trepat                    ,2013,28.0,89
Trincadeira               ,2004,14.0,87
Trincadeira               ,2005,19.0,89
Trincadeira               ,2006,16.5,88
Trincadeira               ,2007,20.0,88
Trincadeira               ,2008,45.0,87
Trincadeira               ,2009,17.5,86
Trincadeira               ,2010,,87
Trincadeira               ,2011,20.0,88
Trincadeira               ,2012,20.0,87
Trincadeira               ,2013,25.25,88
Trincadeira               ,2015,12.6666666667,87
Trincadeira               ,2016,16.0,87
Trollinger                ,2013,22.0,93
Trollinger                ,2014,21.0,88
Trousseau                 ,2011,31.75,86
Trousseau                 ,2014,49.5,89
Trousseau Gris            ,2005,19.0,84
Trousseau Gris            ,2014,26.0,93
Tsapournakos              ,2014,27.0,90
Tsolikouri                ,2015,14.0,87
Turbiana                  ,2007,46.0,87
Turbiana                  ,2009,26.0,88
Turbiana                  ,2010,33.2,86
Turbiana                  ,2011,28.5714285714,89
Turbiana                  ,2012,23.275862069,88
Turbiana                  ,2013,24.1333333333,88
Turbiana                  ,2014,23.1666666667,88
Turbiana                  ,2015,21.24,89
Turbiana                  ,2016,21.6818181818,89
Tămâioasă Românească ,2015,10.0,89
Tămâioasă Românească ,2016,12.0,87
Ugni Blanc                ,2014,27.0,90
Ugni Blanc                ,2015,27.0,90
Ugni Blanc                ,2016,27.0,92
Ugni Blanc-Colombard      ,2007,9.0,85
Ugni Blanc-Colombard      ,2008,11.0,85
Ugni Blanc-Colombard      ,2011,12.0,86
Ugni Blanc-Colombard      ,2012,12.0,85
Ugni Blanc-Colombard      ,2014,12.0,86
Ugni Blanc-Colombard      ,2015,10.5,86
Ugni Blanc-Colombard      ,2016,10.5,86
Uva di Troia              ,2004,44.0,88
Uva di Troia              ,2005,27.0,88
Uva di Troia              ,2006,18.0,86
Uva di Troia              ,2007,30.0,88
Uva di Troia              ,2008,18.0,86
Uva di Troia              ,2009,22.0,87
Uva di Troia              ,2012,22.4,88
Uva di Troia              ,2013,20.0,87
Uvalino                   ,2011,29.0,88
Valdiguié                ,2011,10.0,86
Valdiguié                ,2012,24.0,90
Valdiguié                ,2013,50.0,86
Valdiguié                ,2014,10.0,87
Valdiguié                ,2015,10.0,87
Valvin Muscat             ,2013,13.0,87
Veltliner                 ,2011,30.0,91
Veltliner                 ,2012,34.0,90
Veltliner                 ,2013,20.0,88
Verdeca                   ,2009,22.0,90
Verdeca                   ,2010,12.5,85
Verdeca                   ,2011,15.5,85
Verdejo                   ,-1,35.0,86
Verdejo                   ,2000,11.0,84
Verdejo                   ,2005,17.0,84
Verdejo                   ,2006,17.3636363636,86
Verdejo                   ,2007,15.5555555556,87
Verdejo                   ,2008,17.5,85
Verdejo                   ,2009,17.8333333333,87
Verdejo                   ,2010,14.125,85
Verdejo                   ,2011,16.0,85
Verdejo                   ,2012,15.7857142857,85
Verdejo                   ,2013,15.3260869565,86
Verdejo                   ,2014,15.693877551,85
Verdejo                   ,2015,17.7209302326,87
Verdejo                   ,2016,15.8846153846,86
Verdejo-Sauvignon Blanc   ,2010,10.0,84
Verdejo-Sauvignon Blanc   ,2011,10.0,86
Verdejo-Sauvignon Blanc   ,2012,10.0,83
Verdejo-Sauvignon Blanc   ,2016,9.0,85
Verdejo-Viura             ,2008,12.3333333333,84
Verdejo-Viura             ,2009,10.0,86
Verdejo-Viura             ,2010,10.0,87
Verdejo-Viura             ,2011,11.6666666667,86
Verdejo-Viura             ,2012,11.5,83
Verdejo-Viura             ,2013,9.75,87
Verdejo-Viura             ,2014,10.0,85
Verdejo-Viura             ,2015,9.3333333333,86
Verdejo-Viura             ,2016,16.0,85
Verdelho                  ,-1,32.0,89
Verdelho                  ,1973,220.0,96
Verdelho                  ,2005,16.0,83
Verdelho                  ,2006,13.0,87
Verdelho                  ,2007,15.0,86
Verdelho                  ,2008,19.0,89
Verdelho                  ,2009,14.2857142857,86
Verdelho                  ,2010,17.3333333333,87
Verdelho                  ,2011,16.25,87
Verdelho                  ,2012,16.3333333333,86
Verdelho                  ,2013,14.6666666667,86
Verdelho                  ,2014,16.2,87
Verdelho                  ,2015,20.1818181818,87
Verdelho                  ,2016,14.1666666667,87
Verdicchio                ,-1,35.0,88
Verdicchio                ,2001,30.0,90
Verdicchio                ,2003,22.0,89
Verdicchio                ,2004,27.8,88
Verdicchio                ,2005,29.6666666667,87
Verdicchio                ,2006,24.0,87
Verdicchio                ,2007,27.0,86
Verdicchio                ,2008,26.6666666667,87
Verdicchio                ,2009,30.7142857143,89
Verdicchio                ,2010,24.4285714286,86
Verdicchio                ,2011,23.6470588235,87
Verdicchio                ,2012,19.0588235294,88
Verdicchio                ,2013,27.5,90
Verdicchio                ,2014,20.72,87
Verdicchio                ,2015,15.3529411765,87
Verdil                    ,2014,18.0,86
Verdosilla                ,2016,17.0,84
Verduzzo                  ,2005,,94
Verduzzo                  ,2006,30.0,88
Verduzzo                  ,2007,39.0,88
Verduzzo                  ,2008,18.0,92
Verduzzo Friulano         ,2008,63.5,89
Verduzzo Friulano         ,2010,36.0,88
Vermentino                ,-1,20.0,92
Vermentino                ,1898,18.0,87
Vermentino                ,2001,18.0,91
Vermentino                ,2006,25.0,87
Vermentino                ,2007,16.75,86
Vermentino                ,2008,23.0833333333,86
Vermentino                ,2009,18.7894736842,87
Vermentino                ,2010,20.6666666667,85
Vermentino                ,2011,23.75,87
Vermentino                ,2012,22.25,86
Vermentino                ,2013,28.0,88
Vermentino                ,2014,20.8947368421,88
Vermentino                ,2015,23.7826086957,88
Vermentino                ,2016,23.4117647059,88
Vermentino Nero           ,2004,45.0,88
Vernaccia                 ,1929,19.5,86
Vernaccia                 ,2000,11.0,87
Vernaccia                 ,2003,25.5,87
Vernaccia                 ,2004,30.0,88
Vernaccia                 ,2005,22.0,86
Vernaccia                 ,2006,22.1666666667,87
Vernaccia                 ,2007,16.8461538462,86
Vernaccia                 ,2008,25.0,88
Vernaccia                 ,2009,14.6666666667,85
Vernaccia                 ,2010,14.3333333333,85
Vernaccia                 ,2011,23.1111111111,87
Vernaccia                 ,2012,30.6,87
Vernaccia                 ,2013,19.5555555556,87
Vernaccia                 ,2014,18.12,87
Vernaccia                 ,2015,15.6896551724,87
Vernaccia                 ,2016,14.6666666667,87
Vespaiolo                 ,2008,40.0,92
Vespolina                 ,2013,25.0,88
Vespolina                 ,2015,25.0,88
Vidadillo                 ,2007,24.0,89
Vidal                     ,2011,51.6666666667,89
Vidal                     ,2012,45.0,91
Vidal                     ,2013,32.25,90
Vidal                     ,2015,14.0,85
Vidal                     ,2016,28.0,85
Vidal Blanc               ,-1,11.0,86
Vidal Blanc               ,1852,46.0,90
Vidal Blanc               ,1997,80.0,89
Vidal Blanc               ,1998,50.5,82
Vidal Blanc               ,1999,25.0,87
Vidal Blanc               ,2005,20.0,91
Vidal Blanc               ,2006,44.0,89
Vidal Blanc               ,2007,46.1111111111,87
Vidal Blanc               ,2008,55.0,89
Vidal Blanc               ,2009,35.0,85
Vidal Blanc               ,2010,27.6666666667,86
Vidal Blanc               ,2011,31.1111111111,86
Vidal Blanc               ,2012,36.4,85
Vidal Blanc               ,2014,14.0,86
Vidal Blanc               ,2015,17.25,86
Vidal Blanc               ,2016,15.5,85
Vignoles                  ,-1,10.0,85
Vignoles                  ,1998,18.0,87
Vignoles                  ,1999,15.0,86
Vignoles                  ,2006,25.0,84
Vignoles                  ,2007,17.0,86
Vignoles                  ,2008,16.0,80
Vignoles                  ,2009,14.0,87
Vignoles                  ,2010,21.0,86
Vignoles                  ,2013,20.0,88
Vilana                    ,2007,16.0,84
Vilana                    ,2010,13.0,88
Vilana                    ,2015,13.0,89
Vinhão                   ,-1,26.0,85
Vinhão                   ,2011,18.0,86
Vinhão                   ,2012,,88
Viognier                  ,-1,15.0,81
Viognier                  ,1850,24.0,91
Viognier                  ,1999,14.5,84
Viognier                  ,2000,18.0,85
Viognier                  ,2001,19.8,84
Viognier                  ,2002,25.0,80
Viognier                  ,2005,26.6666666667,87
Viognier                  ,2006,19.9166666667,86
Viognier                  ,2007,22.96,86
Viognier                  ,2008,23.14,86
Viognier                  ,2009,23.9428571429,87
Viognier                  ,2010,28.956043956,87
Viognier                  ,2011,25.0408163265,87
Viognier                  ,2012,27.7063492063,88
Viognier                  ,2013,27.3538461538,88
Viognier                  ,2014,28.1507936508,88
Viognier                  ,2015,27.2063492063,88
Viognier                  ,2016,25.04,88
Viognier-Chardonnay       ,2009,16.0,83
Viognier-Chardonnay       ,2010,,89
Viognier-Chardonnay       ,2011,16.0,87
Viognier-Chardonnay       ,2012,,87
Viognier-Chardonnay       ,2013,20.5,83
Viognier-Chardonnay       ,2014,29.5,86
Viognier-Chardonnay       ,2015,16.0,85
Viognier-Gewürztraminer  ,2014,15.0,86
Viognier-Grenache Blanc   ,2009,35.0,87
Viognier-Grenache Blanc   ,2014,27.0,91
Viognier-Grenache Blanc   ,2016,34.0,91
Viognier-Marsanne         ,2008,28.0,90
Viognier-Marsanne         ,2009,16.0,86
Viognier-Marsanne         ,2015,17.0,89
Viognier-Roussanne        ,2006,15.0,83
Viognier-Roussanne        ,2007,18.0,84
Viognier-Roussanne        ,2008,30.0,94
Viognier-Roussanne        ,2011,65.0,92
Viognier-Roussanne        ,2012,14.0,89
Viognier-Roussanne        ,2013,18.0,91
Viognier-Roussanne        ,2015,20.0,83
Viognier-Valdiguié       ,2007,17.0,84
Viosinho                  ,2013,35.0,91
Viosinho                  ,2014,22.0,88
Viosinho                  ,2015,16.0,87
Vital                     ,2012,,90
Vitovska                  ,2006,85.0,90
Vitovska                  ,2011,23.0,90
Viura                     ,2000,13.0,86
Viura                     ,2003,26.0,91
Viura                     ,2006,10.0,82
Viura                     ,2007,10.6,85
Viura                     ,2008,19.6666666667,87
Viura                     ,2009,14.75,86
Viura                     ,2010,17.0,85
Viura                     ,2011,15.6363636364,83
Viura                     ,2012,13.7368421053,84
Viura                     ,2013,16.5714285714,83
Viura                     ,2014,13.4375,84
Viura                     ,2015,19.0588235294,86
Viura                     ,2016,13.75,86
Viura-Chardonnay          ,-1,12.0,84
Viura-Chardonnay          ,2010,14.0,85
Viura-Chardonnay          ,2011,9.0,86
Viura-Chardonnay          ,2012,9.0,81
Viura-Chardonnay          ,2013,11.0,85
Viura-Chardonnay          ,2014,10.0,85
Viura-Chardonnay          ,2015,12.0,85
Viura-Verdejo             ,2007,11.0,86
Viura-Verdejo             ,2014,13.0,83
Vranac                    ,2014,11.0,86
Vranec                    ,2007,14.5,84
Vranec                    ,2011,20.0,89
Vranec                    ,2013,15.0,89
Weissburgunder            ,2006,19.0,87
Weissburgunder            ,2007,26.5,88
Weissburgunder            ,2008,37.0,90
Weissburgunder            ,2009,19.0,87
Weissburgunder            ,2011,22.0,89
Weissburgunder            ,2012,29.875,89
Weissburgunder            ,2013,26.6,88
Weissburgunder            ,2014,26.1,89
Weissburgunder            ,2015,27.8,90
Weissburgunder            ,2016,19.25,91
Welschriesling            ,-1,25.0,86
Welschriesling            ,2000,21.0,85
Welschriesling            ,2001,25.0,87
Welschriesling            ,2005,37.0,92
Welschriesling            ,2006,40.0,91
Welschriesling            ,2007,28.0,87
Welschriesling            ,2008,57.5,93
Welschriesling            ,2009,22.3333333333,87
Welschriesling            ,2010,29.0,87
Welschriesling            ,2011,25.0,85
Welschriesling            ,2012,33.0,91
Welschriesling            ,2013,26.25,91
Welschriesling            ,2014,15.0,82
Welschriesling            ,2015,13.0,88
Welschriesling            ,2016,15.0,88
White Blend               ,-1,17.6476190476,85
White Blend               ,1877,23.5,88
White Blend               ,1898,28.3333333333,89
White Blend               ,1985,60.0,92
White Blend               ,1994,140.0,93
White Blend               ,1996,40.0,92
White Blend               ,1997,170.0,97
White Blend               ,1998,26.0,85
White Blend               ,1999,20.3571428571,87
White Blend               ,2000,21.4545454545,86
White Blend               ,2001,24.1818181818,88
White Blend               ,2002,21.2941176471,87
White Blend               ,2003,59.7142857143,91
White Blend               ,2004,44.1,89
White Blend               ,2005,36.2333333333,87
White Blend               ,2006,26.8352941176,87
White Blend               ,2007,22.7387387387,86
White Blend               ,2008,25.1089108911,87
White Blend               ,2009,23.4246575342,87
White Blend               ,2010,21.8390804598,86
White Blend               ,2011,22.7543859649,86
White Blend               ,2012,24.4928229665,87
White Blend               ,2013,23.6833976834,87
White Blend               ,2014,23.515037594,87
White Blend               ,2015,20.052,87
White Blend               ,2016,20.21,87
White Port                ,-1,40.0,89
White Riesling            ,1997,25.0,94
White Riesling            ,1998,7.0,88
White Riesling            ,1999,8.0,88
White Riesling            ,2001,12.0,88
White Riesling            ,2006,29.0,93
White Riesling            ,2007,15.5,87
White Riesling            ,2008,15.5,85
White Riesling            ,2010,10.0,86
White Riesling            ,2011,26.0,89
White Riesling            ,2012,9.0,88
Xarel-lo                  ,2000,15.0,84
Xarel-lo                  ,2007,13.0,82
Xarel-lo                  ,2010,30.0,84
Xarel-lo                  ,2012,13.0,83
Xarel-lo                  ,2013,17.75,86
Xarel-lo                  ,2014,16.25,85
Xarel-lo                  ,2015,14.8333333333,86
Xarel-lo                  ,2016,14.0,87
Xinisteri                 ,2000,20.0,89
Xinomavro                 ,2001,35.0,83
Xinomavro                 ,2003,16.0,87
Xinomavro                 ,2004,20.3333333333,85
Xinomavro                 ,2005,21.0,84
Xinomavro                 ,2006,22.0,86
Xinomavro                 ,2007,26.6666666667,86
Xinomavro                 ,2008,25.3333333333,87
Xinomavro                 ,2009,13.0,87
Xinomavro                 ,2010,22.75,86
Xinomavro                 ,2011,22.0,87
Xinomavro                 ,2012,23.3333333333,89
Xinomavro                 ,2013,16.0,89
Xynisteri                 ,2010,16.0,85
Xynisteri                 ,2014,21.0,89
Yapincak                  ,2014,16.0,87
Yapincak                  ,2015,20.0,84
Zelen                     ,2011,,88
Zibibbo                   ,2004,47.0,88
Zibibbo                   ,2006,42.2,89
Zibibbo                   ,2007,48.0,93
Zibibbo                   ,2008,40.0,95
Zibibbo                   ,2010,31.6666666667,88
Zibibbo                   ,2011,22.0,87
Zibibbo                   ,2012,45.0,93
Zibibbo                   ,2013,44.0,89
Zibibbo                   ,2014,39.0,93
Zibibbo                   ,2015,19.6666666667,87
